Tonnes Co2e,country_full,country,sector,subsector,start,end
0,Chad,TCD,extraction,bauxite mining,2020-01-01,2021-01-01
,Chad,TCD,extraction,coal mining,2020-01-01,2021-01-01
0,Chad,TCD,extraction,copper mining,2020-01-01,2021-01-01
0,Chad,TCD,extraction,iron mining,2020-01-01,2021-01-01
206,Chad,TCD,extraction,rock quarry,2020-01-01,2021-01-01
47,Chad,TCD,extraction,sand quarry,2020-01-01,2021-01-01
,Chad,TCD,manufacturing,aluminum,2020-01-01,2021-01-01
,Chad,TCD,manufacturing,cement production,2020-01-01,2021-01-01
,Chad,TCD,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Chad,TCD,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Chad,TCD,manufacturing,glass production,2020-01-01,2021-01-01
,Chad,TCD,manufacturing,lime production,2020-01-01,2021-01-01
,Chad,TCD,manufacturing,nitric acid production,2020-01-01,2021-01-01
179800,Chad,TCD,manufacturing,other manufacturing,2020-01-01,2021-01-01
13430,Chad,TCD,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Chad,TCD,manufacturing,pulp paper,2020-01-01,2021-01-01
,Chad,TCD,manufacturing,steel,2020-01-01,2021-01-01
0,Chad,TCD,maritime,shipping,2020-01-01,2021-01-01
2948131,Chad,TCD,oil and gas,oil and gas production,2020-01-01,2021-01-01
303423,Chad,TCD,oil and gas,oil refining,2020-01-01,2021-01-01
702800,Chad,TCD,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
187000,Chad,TCD,power,electricity generation,2020-01-01,2021-01-01
0,Chad,TCD,power,other energy use,2020-01-01,2021-01-01
40380,Chad,TCD,transport,aviation,2020-01-01,2021-01-01
0,Chad,TCD,transport,other transportation,2020-01-01,2021-01-01
1022,Chad,TCD,transport,railways,2020-01-01,2021-01-01
166851,Chad,TCD,transport,roads,2020-01-01,2021-01-01
0,Chad,TCD,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
660800,Chad,TCD,waste,open burning waste,2020-01-01,2021-01-01
386400,Chad,TCD,waste,solid waste disposal,2020-01-01,2021-01-01
2105600,Chad,TCD,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
959461,Togo,TGO,agriculture,cropland fires,2020-01-01,2021-01-01
1299959,Togo,TGO,agriculture,enteric fermentation,2020-01-01,2021-01-01
795106,Togo,TGO,agriculture,managed soils,2020-01-01,2021-01-01
234141,Togo,TGO,agriculture,manure management,2020-01-01,2021-01-01
28112,Togo,TGO,agriculture,rice cultivation,2020-01-01,2021-01-01
0,Togo,TGO,buildings,cooking,2020-01-01,2021-01-01
0,Togo,TGO,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
642194,Togo,TGO,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Togo,TGO,extraction,bauxite mining,2020-01-01,2021-01-01
,Togo,TGO,extraction,coal mining,2020-01-01,2021-01-01
0,Togo,TGO,extraction,copper mining,2020-01-01,2021-01-01
174,Togo,TGO,extraction,iron mining,2020-01-01,2021-01-01
1620,Togo,TGO,extraction,rock quarry,2020-01-01,2021-01-01
128,Togo,TGO,extraction,sand quarry,2020-01-01,2021-01-01
,Togo,TGO,manufacturing,aluminum,2020-01-01,2021-01-01
,Togo,TGO,manufacturing,cement production,2020-01-01,2021-01-01
,Togo,TGO,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Togo,TGO,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Togo,TGO,manufacturing,glass production,2020-01-01,2021-01-01
,Togo,TGO,manufacturing,lime production,2020-01-01,2021-01-01
,Togo,TGO,manufacturing,nitric acid production,2020-01-01,2021-01-01
812207,Togo,TGO,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Togo,TGO,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Togo,TGO,manufacturing,pulp paper,2020-01-01,2021-01-01
,Togo,TGO,manufacturing,steel,2020-01-01,2021-01-01
999512,Togo,TGO,maritime,shipping,2020-01-01,2021-01-01
0,Togo,TGO,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Togo,TGO,oil and gas,oil refining,2020-01-01,2021-01-01
1974000,Togo,TGO,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
314000,Togo,TGO,power,electricity generation,2020-01-01,2021-01-01
0,Togo,TGO,power,other energy use,2020-01-01,2021-01-01
121365,Togo,TGO,transport,aviation,2020-01-01,2021-01-01
0,Togo,TGO,transport,other transportation,2020-01-01,2021-01-01
0,Togo,TGO,transport,railways,2020-01-01,2021-01-01
1889744,Togo,TGO,transport,roads,2020-01-01,2021-01-01
0,Togo,TGO,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
308202,Togo,TGO,waste,open burning waste,2020-01-01,2021-01-01
355600,Togo,TGO,waste,solid waste disposal,2020-01-01,2021-01-01
1092000,Togo,TGO,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
6733940,Thailand,THA,agriculture,cropland fires,2020-01-01,2021-01-01
7861028,Thailand,THA,agriculture,enteric fermentation,2020-01-01,2021-01-01
12002444,Thailand,THA,agriculture,managed soils,2020-01-01,2021-01-01
3209099,Thailand,THA,agriculture,manure management,2020-01-01,2021-01-01
42582067,Thailand,THA,agriculture,rice cultivation,2020-01-01,2021-01-01
0,Thailand,THA,buildings,cooking,2020-01-01,2021-01-01
0,Thailand,THA,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
15358016,Thailand,THA,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Thailand,THA,extraction,bauxite mining,2020-01-01,2021-01-01
,Thailand,THA,extraction,coal mining,2020-01-01,2021-01-01
0,Thailand,THA,extraction,copper mining,2020-01-01,2021-01-01
0,Thailand,THA,extraction,iron mining,2020-01-01,2021-01-01
114529,Thailand,THA,extraction,rock quarry,2020-01-01,2021-01-01
521,Thailand,THA,extraction,sand quarry,2020-01-01,2021-01-01
,Thailand,THA,manufacturing,aluminum,2020-01-01,2021-01-01
20728713,Thailand,THA,manufacturing,cement production,2020-01-01,2021-01-01
,Thailand,THA,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Thailand,THA,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Thailand,THA,manufacturing,glass production,2020-01-01,2021-01-01
,Thailand,THA,manufacturing,lime production,2020-01-01,2021-01-01
,Thailand,THA,manufacturing,nitric acid production,2020-01-01,2021-01-01
55707680,Thailand,THA,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Thailand,THA,manufacturing,petrochemicals,2020-01-01,2021-01-01
1921475,Thailand,THA,manufacturing,pulp paper,2020-01-01,2021-01-01
1207917,Thailand,THA,manufacturing,steel,2020-01-01,2021-01-01
2617810,Thailand,THA,maritime,shipping,2020-01-01,2021-01-01
9789203,Thailand,THA,oil and gas,oil and gas production,2020-01-01,2021-01-01
11220876,Thailand,THA,oil and gas,oil refining,2020-01-01,2021-01-01
6462770,Thailand,THA,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
96245000,Thailand,THA,power,electricity generation,2020-01-01,2021-01-01
,Thailand,THA,power,other energy use,2020-01-01,2021-01-01
6894392,Thailand,THA,transport,aviation,2020-01-01,2021-01-01
0,Thailand,THA,transport,other transportation,2020-01-01,2021-01-01
209328,Thailand,THA,transport,railways,2020-01-01,2021-01-01
71022244,Thailand,THA,transport,roads,2020-01-01,2021-01-01
0,Thailand,THA,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
62177400,Thailand,THA,waste,open burning waste,2020-01-01,2021-01-01
11760000,Thailand,THA,waste,solid waste disposal,2020-01-01,2021-01-01
17808000,Thailand,THA,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
56650,Tajikistan,TJK,agriculture,cropland fires,2020-01-01,2021-01-01
4728825,Tajikistan,TJK,agriculture,enteric fermentation,2020-01-01,2021-01-01
1007106,Tajikistan,TJK,agriculture,managed soils,2020-01-01,2021-01-01
705097,Tajikistan,TJK,agriculture,manure management,2020-01-01,2021-01-01
76272,Tajikistan,TJK,agriculture,rice cultivation,2020-01-01,2021-01-01
1410000,Tajikistan,TJK,buildings,cooking,2020-01-01,2021-01-01
0,Tajikistan,TJK,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
1308658,Tajikistan,TJK,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Tajikistan,TJK,extraction,bauxite mining,2020-01-01,2021-01-01
,Tajikistan,TJK,extraction,coal mining,2020-01-01,2021-01-01
0,Tajikistan,TJK,extraction,copper mining,2020-01-01,2021-01-01
0,Tajikistan,TJK,extraction,iron mining,2020-01-01,2021-01-01
5524,Tajikistan,TJK,extraction,rock quarry,2020-01-01,2021-01-01
1093,Tajikistan,TJK,extraction,sand quarry,2020-01-01,2021-01-01
289069,Tajikistan,TJK,manufacturing,aluminum,2020-01-01,2021-01-01
,Tajikistan,TJK,manufacturing,cement production,2020-01-01,2021-01-01
,Tajikistan,TJK,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Tajikistan,TJK,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Tajikistan,TJK,manufacturing,glass production,2020-01-01,2021-01-01
,Tajikistan,TJK,manufacturing,lime production,2020-01-01,2021-01-01
,Tajikistan,TJK,manufacturing,nitric acid production,2020-01-01,2021-01-01
2279855,Tajikistan,TJK,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Tajikistan,TJK,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Tajikistan,TJK,manufacturing,pulp paper,2020-01-01,2021-01-01
,Tajikistan,TJK,manufacturing,steel,2020-01-01,2021-01-01
0,Tajikistan,TJK,maritime,shipping,2020-01-01,2021-01-01
,Tajikistan,TJK,oil and gas,oil and gas production,2020-01-01,2021-01-01
3831,Tajikistan,TJK,oil and gas,oil refining,2020-01-01,2021-01-01
1051900,Tajikistan,TJK,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
1193000,Tajikistan,TJK,power,electricity generation,2020-01-01,2021-01-01
101221,Tajikistan,TJK,power,other energy use,2020-01-01,2021-01-01
130529,Tajikistan,TJK,transport,aviation,2020-01-01,2021-01-01
0,Tajikistan,TJK,transport,other transportation,2020-01-01,2021-01-01
0,Tajikistan,TJK,transport,railways,2020-01-01,2021-01-01
1437476,Tajikistan,TJK,transport,roads,2020-01-01,2021-01-01
0,Tajikistan,TJK,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
78680,Tajikistan,TJK,waste,open burning waste,2020-01-01,2021-01-01
565600,Tajikistan,TJK,waste,solid waste disposal,2020-01-01,2021-01-01
865200,Tajikistan,TJK,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
,Tokelau,TKL,agriculture,cropland fires,2020-01-01,2021-01-01
28,Tokelau,TKL,agriculture,enteric fermentation,2020-01-01,2021-01-01
26,Tokelau,TKL,agriculture,managed soils,2020-01-01,2021-01-01
424,Tokelau,TKL,agriculture,manure management,2020-01-01,2021-01-01
0,Tokelau,TKL,agriculture,rice cultivation,2020-01-01,2021-01-01
0,Tokelau,TKL,buildings,cooking,2020-01-01,2021-01-01
0,Tokelau,TKL,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
0,Tokelau,TKL,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Tokelau,TKL,extraction,bauxite mining,2020-01-01,2021-01-01
,Tokelau,TKL,extraction,coal mining,2020-01-01,2021-01-01
0,Tokelau,TKL,extraction,copper mining,2020-01-01,2021-01-01
0,Tokelau,TKL,extraction,iron mining,2020-01-01,2021-01-01
0,Tokelau,TKL,extraction,rock quarry,2020-01-01,2021-01-01
0,Tokelau,TKL,extraction,sand quarry,2020-01-01,2021-01-01
,Tokelau,TKL,manufacturing,aluminum,2020-01-01,2021-01-01
,Tokelau,TKL,manufacturing,cement production,2020-01-01,2021-01-01
,Tokelau,TKL,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Tokelau,TKL,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Tokelau,TKL,manufacturing,glass production,2020-01-01,2021-01-01
,Tokelau,TKL,manufacturing,lime production,2020-01-01,2021-01-01
,Tokelau,TKL,manufacturing,nitric acid production,2020-01-01,2021-01-01
0,Tokelau,TKL,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Tokelau,TKL,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Tokelau,TKL,manufacturing,pulp paper,2020-01-01,2021-01-01
,Tokelau,TKL,manufacturing,steel,2020-01-01,2021-01-01
0,Tokelau,TKL,maritime,shipping,2020-01-01,2021-01-01
0,Tokelau,TKL,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Tokelau,TKL,oil and gas,oil refining,2020-01-01,2021-01-01
0,Tokelau,TKL,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
,Tokelau,TKL,power,electricity generation,2020-01-01,2021-01-01
0,Tokelau,TKL,power,other energy use,2020-01-01,2021-01-01
,Tokelau,TKL,transport,aviation,2020-01-01,2021-01-01
0,Tokelau,TKL,transport,other transportation,2020-01-01,2021-01-01
0,Tokelau,TKL,transport,railways,2020-01-01,2021-01-01
,Tokelau,TKL,transport,roads,2020-01-01,2021-01-01
0,Tokelau,TKL,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
0,Tokelau,TKL,waste,open burning waste,2020-01-01,2021-01-01
0,Tokelau,TKL,waste,solid waste disposal,2020-01-01,2021-01-01
160,Tokelau,TKL,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
1070805,Turkmenistan,TKM,agriculture,cropland fires,2020-01-01,2021-01-01
6059497,Turkmenistan,TKM,agriculture,enteric fermentation,2020-01-01,2021-01-01
1545772,Turkmenistan,TKM,agriculture,managed soils,2020-01-01,2021-01-01
818634,Turkmenistan,TKM,agriculture,manure management,2020-01-01,2021-01-01
1053500,Turkmenistan,TKM,agriculture,rice cultivation,2020-01-01,2021-01-01
11700000,Turkmenistan,TKM,buildings,cooking,2020-01-01,2021-01-01
0,Turkmenistan,TKM,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
17381200,Turkmenistan,TKM,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Turkmenistan,TKM,extraction,bauxite mining,2020-01-01,2021-01-01
,Turkmenistan,TKM,extraction,coal mining,2020-01-01,2021-01-01
0,Turkmenistan,TKM,extraction,copper mining,2020-01-01,2021-01-01
0,Turkmenistan,TKM,extraction,iron mining,2020-01-01,2021-01-01
3349,Turkmenistan,TKM,extraction,rock quarry,2020-01-01,2021-01-01
2207,Turkmenistan,TKM,extraction,sand quarry,2020-01-01,2021-01-01
,Turkmenistan,TKM,manufacturing,aluminum,2020-01-01,2021-01-01
,Turkmenistan,TKM,manufacturing,cement production,2020-01-01,2021-01-01
,Turkmenistan,TKM,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Turkmenistan,TKM,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Turkmenistan,TKM,manufacturing,glass production,2020-01-01,2021-01-01
,Turkmenistan,TKM,manufacturing,lime production,2020-01-01,2021-01-01
,Turkmenistan,TKM,manufacturing,nitric acid production,2020-01-01,2021-01-01
4606695,Turkmenistan,TKM,manufacturing,other manufacturing,2020-01-01,2021-01-01
62586,Turkmenistan,TKM,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Turkmenistan,TKM,manufacturing,pulp paper,2020-01-01,2021-01-01
,Turkmenistan,TKM,manufacturing,steel,2020-01-01,2021-01-01
94607,Turkmenistan,TKM,maritime,shipping,2020-01-01,2021-01-01
19336640,Turkmenistan,TKM,oil and gas,oil and gas production,2020-01-01,2021-01-01
1356200,Turkmenistan,TKM,oil and gas,oil refining,2020-01-01,2021-01-01
0,Turkmenistan,TKM,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
18205000,Turkmenistan,TKM,power,electricity generation,2020-01-01,2021-01-01
2278924,Turkmenistan,TKM,power,other energy use,2020-01-01,2021-01-01
153136,Turkmenistan,TKM,transport,aviation,2020-01-01,2021-01-01
3891943,Turkmenistan,TKM,transport,other transportation,2020-01-01,2021-01-01
0,Turkmenistan,TKM,transport,railways,2020-01-01,2021-01-01
7959680,Turkmenistan,TKM,transport,roads,2020-01-01,2021-01-01
0,Turkmenistan,TKM,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
862400,Turkmenistan,TKM,waste,open burning waste,2020-01-01,2021-01-01
856800,Turkmenistan,TKM,waste,solid waste disposal,2020-01-01,2021-01-01
851200,Turkmenistan,TKM,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
8336,Timor-Leste,TLS,agriculture,cropland fires,2020-01-01,2021-01-01
535595,Timor-Leste,TLS,agriculture,enteric fermentation,2020-01-01,2021-01-01
108200,Timor-Leste,TLS,agriculture,managed soils,2020-01-01,2021-01-01
158038,Timor-Leste,TLS,agriculture,manure management,2020-01-01,2021-01-01
128968,Timor-Leste,TLS,agriculture,rice cultivation,2020-01-01,2021-01-01
18300,Timor-Leste,TLS,buildings,cooking,2020-01-01,2021-01-01
0,Timor-Leste,TLS,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
33601,Timor-Leste,TLS,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Timor-Leste,TLS,extraction,bauxite mining,2020-01-01,2021-01-01
,Timor-Leste,TLS,extraction,coal mining,2020-01-01,2021-01-01
0,Timor-Leste,TLS,extraction,copper mining,2020-01-01,2021-01-01
0,Timor-Leste,TLS,extraction,iron mining,2020-01-01,2021-01-01
494,Timor-Leste,TLS,extraction,rock quarry,2020-01-01,2021-01-01
257,Timor-Leste,TLS,extraction,sand quarry,2020-01-01,2021-01-01
,Timor-Leste,TLS,manufacturing,aluminum,2020-01-01,2021-01-01
,Timor-Leste,TLS,manufacturing,cement production,2020-01-01,2021-01-01
,Timor-Leste,TLS,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Timor-Leste,TLS,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Timor-Leste,TLS,manufacturing,glass production,2020-01-01,2021-01-01
,Timor-Leste,TLS,manufacturing,lime production,2020-01-01,2021-01-01
,Timor-Leste,TLS,manufacturing,nitric acid production,2020-01-01,2021-01-01
72318,Timor-Leste,TLS,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Timor-Leste,TLS,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Timor-Leste,TLS,manufacturing,pulp paper,2020-01-01,2021-01-01
,Timor-Leste,TLS,manufacturing,steel,2020-01-01,2021-01-01
0,Timor-Leste,TLS,maritime,shipping,2020-01-01,2021-01-01
,Timor-Leste,TLS,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Timor-Leste,TLS,oil and gas,oil refining,2020-01-01,2021-01-01
0,Timor-Leste,TLS,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
515000,Timor-Leste,TLS,power,electricity generation,2020-01-01,2021-01-01
0,Timor-Leste,TLS,power,other energy use,2020-01-01,2021-01-01
13399,Timor-Leste,TLS,transport,aviation,2020-01-01,2021-01-01
14216,Timor-Leste,TLS,transport,other transportation,2020-01-01,2021-01-01
0,Timor-Leste,TLS,transport,railways,2020-01-01,2021-01-01
265686,Timor-Leste,TLS,transport,roads,2020-01-01,2021-01-01
0,Timor-Leste,TLS,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
194179,Timor-Leste,TLS,waste,open burning waste,2020-01-01,2021-01-01
46760,Timor-Leste,TLS,waste,solid waste disposal,2020-01-01,2021-01-01
169400,Timor-Leste,TLS,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
,Tonga,TON,agriculture,cropland fires,2020-01-01,2021-01-01
30461,Tonga,TON,agriculture,enteric fermentation,2020-01-01,2021-01-01
10892,Tonga,TON,agriculture,managed soils,2020-01-01,2021-01-01
37454,Tonga,TON,agriculture,manure management,2020-01-01,2021-01-01
0,Tonga,TON,agriculture,rice cultivation,2020-01-01,2021-01-01
3840,Tonga,TON,buildings,cooking,2020-01-01,2021-01-01
0,Tonga,TON,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
5973,Tonga,TON,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Tonga,TON,extraction,bauxite mining,2020-01-01,2021-01-01
,Tonga,TON,extraction,coal mining,2020-01-01,2021-01-01
0,Tonga,TON,extraction,copper mining,2020-01-01,2021-01-01
0,Tonga,TON,extraction,iron mining,2020-01-01,2021-01-01
24,Tonga,TON,extraction,rock quarry,2020-01-01,2021-01-01
0,Tonga,TON,extraction,sand quarry,2020-01-01,2021-01-01
