Tonnes Co2e,country_full,country,sector,subsector,start,end
,Saint Lucia,LCA,manufacturing,steel,2020-01-01,2021-01-01
0,Saint Lucia,LCA,maritime,shipping,2020-01-01,2021-01-01
0,Saint Lucia,LCA,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Saint Lucia,LCA,oil and gas,oil refining,2020-01-01,2021-01-01
96,Saint Lucia,LCA,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
321000,Saint Lucia,LCA,power,electricity generation,2020-01-01,2021-01-01
0,Saint Lucia,LCA,power,other energy use,2020-01-01,2021-01-01
86544,Saint Lucia,LCA,transport,aviation,2020-01-01,2021-01-01
7398,Saint Lucia,LCA,transport,other transportation,2020-01-01,2021-01-01
0,Saint Lucia,LCA,transport,railways,2020-01-01,2021-01-01
124386,Saint Lucia,LCA,transport,roads,2020-01-01,2021-01-01
0,Saint Lucia,LCA,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
33,Saint Lucia,LCA,waste,open burning waste,2020-01-01,2021-01-01
24696,Saint Lucia,LCA,waste,solid waste disposal,2020-01-01,2021-01-01
26292,Saint Lucia,LCA,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
,Liechtenstein,LIE,agriculture,cropland fires,2020-01-01,2021-01-01
,Liechtenstein,LIE,agriculture,enteric fermentation,2020-01-01,2021-01-01
,Liechtenstein,LIE,agriculture,managed soils,2020-01-01,2021-01-01
,Liechtenstein,LIE,agriculture,manure management,2020-01-01,2021-01-01
0,Liechtenstein,LIE,agriculture,rice cultivation,2020-01-01,2021-01-01
0,Liechtenstein,LIE,buildings,cooking,2020-01-01,2021-01-01
9946,Liechtenstein,LIE,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
0,Liechtenstein,LIE,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Liechtenstein,LIE,extraction,bauxite mining,2020-01-01,2021-01-01
,Liechtenstein,LIE,extraction,coal mining,2020-01-01,2021-01-01
0,Liechtenstein,LIE,extraction,copper mining,2020-01-01,2021-01-01
0,Liechtenstein,LIE,extraction,iron mining,2020-01-01,2021-01-01
0,Liechtenstein,LIE,extraction,rock quarry,2020-01-01,2021-01-01
0,Liechtenstein,LIE,extraction,sand quarry,2020-01-01,2021-01-01
,Liechtenstein,LIE,manufacturing,aluminum,2020-01-01,2021-01-01
,Liechtenstein,LIE,manufacturing,cement production,2020-01-01,2021-01-01
,Liechtenstein,LIE,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Liechtenstein,LIE,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Liechtenstein,LIE,manufacturing,glass production,2020-01-01,2021-01-01
,Liechtenstein,LIE,manufacturing,lime production,2020-01-01,2021-01-01
,Liechtenstein,LIE,manufacturing,nitric acid production,2020-01-01,2021-01-01
0,Liechtenstein,LIE,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Liechtenstein,LIE,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Liechtenstein,LIE,manufacturing,pulp paper,2020-01-01,2021-01-01
,Liechtenstein,LIE,manufacturing,steel,2020-01-01,2021-01-01
0,Liechtenstein,LIE,maritime,shipping,2020-01-01,2021-01-01
0,Liechtenstein,LIE,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Liechtenstein,LIE,oil and gas,oil refining,2020-01-01,2021-01-01
0,Liechtenstein,LIE,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
2000,Liechtenstein,LIE,power,electricity generation,2020-01-01,2021-01-01
0,Liechtenstein,LIE,power,other energy use,2020-01-01,2021-01-01
,Liechtenstein,LIE,transport,aviation,2020-01-01,2021-01-01
0,Liechtenstein,LIE,transport,other transportation,2020-01-01,2021-01-01
0,Liechtenstein,LIE,transport,railways,2020-01-01,2021-01-01
,Liechtenstein,LIE,transport,roads,2020-01-01,2021-01-01
0,Liechtenstein,LIE,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
0,Liechtenstein,LIE,waste,open burning waste,2020-01-01,2021-01-01
0,Liechtenstein,LIE,waste,solid waste disposal,2020-01-01,2021-01-01
0,Liechtenstein,LIE,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
283239,Sri Lanka,LKA,agriculture,cropland fires,2020-01-01,2021-01-01
1610165,Sri Lanka,LKA,agriculture,enteric fermentation,2020-01-01,2021-01-01
2446647,Sri Lanka,LKA,agriculture,managed soils,2020-01-01,2021-01-01
187522,Sri Lanka,LKA,agriculture,manure management,2020-01-01,2021-01-01
2589507,Sri Lanka,LKA,agriculture,rice cultivation,2020-01-01,2021-01-01
446000,Sri Lanka,LKA,buildings,cooking,2020-01-01,2021-01-01
0,Sri Lanka,LKA,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
1813040,Sri Lanka,LKA,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Sri Lanka,LKA,extraction,bauxite mining,2020-01-01,2021-01-01
,Sri Lanka,LKA,extraction,coal mining,2020-01-01,2021-01-01
0,Sri Lanka,LKA,extraction,copper mining,2020-01-01,2021-01-01
0,Sri Lanka,LKA,extraction,iron mining,2020-01-01,2021-01-01
1440,Sri Lanka,LKA,extraction,rock quarry,2020-01-01,2021-01-01
10,Sri Lanka,LKA,extraction,sand quarry,2020-01-01,2021-01-01
,Sri Lanka,LKA,manufacturing,aluminum,2020-01-01,2021-01-01
1307508,Sri Lanka,LKA,manufacturing,cement production,2020-01-01,2021-01-01
,Sri Lanka,LKA,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Sri Lanka,LKA,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Sri Lanka,LKA,manufacturing,glass production,2020-01-01,2021-01-01
,Sri Lanka,LKA,manufacturing,lime production,2020-01-01,2021-01-01
,Sri Lanka,LKA,manufacturing,nitric acid production,2020-01-01,2021-01-01
504544,Sri Lanka,LKA,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Sri Lanka,LKA,manufacturing,petrochemicals,2020-01-01,2021-01-01
8681,Sri Lanka,LKA,manufacturing,pulp paper,2020-01-01,2021-01-01
7588,Sri Lanka,LKA,manufacturing,steel,2020-01-01,2021-01-01
269494,Sri Lanka,LKA,maritime,shipping,2020-01-01,2021-01-01
0,Sri Lanka,LKA,oil and gas,oil and gas production,2020-01-01,2021-01-01
1039118,Sri Lanka,LKA,oil and gas,oil refining,2020-01-01,2021-01-01
28000,Sri Lanka,LKA,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
8017000,Sri Lanka,LKA,power,electricity generation,2020-01-01,2021-01-01
1475782,Sri Lanka,LKA,power,other energy use,2020-01-01,2021-01-01
606663,Sri Lanka,LKA,transport,aviation,2020-01-01,2021-01-01
0,Sri Lanka,LKA,transport,other transportation,2020-01-01,2021-01-01
113178,Sri Lanka,LKA,transport,railways,2020-01-01,2021-01-01
9787120,Sri Lanka,LKA,transport,roads,2020-01-01,2021-01-01
0,Sri Lanka,LKA,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
7896000,Sri Lanka,LKA,waste,open burning waste,2020-01-01,2021-01-01
3528000,Sri Lanka,LKA,waste,solid waste disposal,2020-01-01,2021-01-01
2676800,Sri Lanka,LKA,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
2239,Lesotho,LSO,agriculture,cropland fires,2020-01-01,2021-01-01
891666,Lesotho,LSO,agriculture,enteric fermentation,2020-01-01,2021-01-01
339518,Lesotho,LSO,agriculture,managed soils,2020-01-01,2021-01-01
23266,Lesotho,LSO,agriculture,manure management,2020-01-01,2021-01-01
0,Lesotho,LSO,agriculture,rice cultivation,2020-01-01,2021-01-01
30400,Lesotho,LSO,buildings,cooking,2020-01-01,2021-01-01
0,Lesotho,LSO,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
310891,Lesotho,LSO,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Lesotho,LSO,extraction,bauxite mining,2020-01-01,2021-01-01
,Lesotho,LSO,extraction,coal mining,2020-01-01,2021-01-01
0,Lesotho,LSO,extraction,copper mining,2020-01-01,2021-01-01
0,Lesotho,LSO,extraction,iron mining,2020-01-01,2021-01-01
97,Lesotho,LSO,extraction,rock quarry,2020-01-01,2021-01-01
0,Lesotho,LSO,extraction,sand quarry,2020-01-01,2021-01-01
,Lesotho,LSO,manufacturing,aluminum,2020-01-01,2021-01-01
,Lesotho,LSO,manufacturing,cement production,2020-01-01,2021-01-01
,Lesotho,LSO,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Lesotho,LSO,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Lesotho,LSO,manufacturing,glass production,2020-01-01,2021-01-01
,Lesotho,LSO,manufacturing,lime production,2020-01-01,2021-01-01
,Lesotho,LSO,manufacturing,nitric acid production,2020-01-01,2021-01-01
134460,Lesotho,LSO,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Lesotho,LSO,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Lesotho,LSO,manufacturing,pulp paper,2020-01-01,2021-01-01
,Lesotho,LSO,manufacturing,steel,2020-01-01,2021-01-01
0,Lesotho,LSO,maritime,shipping,2020-01-01,2021-01-01
0,Lesotho,LSO,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Lesotho,LSO,oil and gas,oil refining,2020-01-01,2021-01-01
158480,Lesotho,LSO,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
,Lesotho,LSO,power,electricity generation,2020-01-01,2021-01-01
123309,Lesotho,LSO,power,other energy use,2020-01-01,2021-01-01
1395,Lesotho,LSO,transport,aviation,2020-01-01,2021-01-01
0,Lesotho,LSO,transport,other transportation,2020-01-01,2021-01-01
2183,Lesotho,LSO,transport,railways,2020-01-01,2021-01-01
357223,Lesotho,LSO,transport,roads,2020-01-01,2021-01-01
0,Lesotho,LSO,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
0,Lesotho,LSO,waste,open burning waste,2020-01-01,2021-01-01
77000,Lesotho,LSO,waste,solid waste disposal,2020-01-01,2021-01-01
310800,Lesotho,LSO,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
4235,Lithuania,LTU,agriculture,cropland fires,2020-01-01,2021-01-01
1483370,Lithuania,LTU,agriculture,enteric fermentation,2020-01-01,2021-01-01
7031512,Lithuania,LTU,agriculture,managed soils,2020-01-01,2021-01-01
463450,Lithuania,LTU,agriculture,manure management,2020-01-01,2021-01-01
0,Lithuania,LTU,agriculture,rice cultivation,2020-01-01,2021-01-01
26500,Lithuania,LTU,buildings,cooking,2020-01-01,2021-01-01
571221,Lithuania,LTU,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
1540000,Lithuania,LTU,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Lithuania,LTU,extraction,bauxite mining,2020-01-01,2021-01-01
,Lithuania,LTU,extraction,coal mining,2020-01-01,2021-01-01
0,Lithuania,LTU,extraction,copper mining,2020-01-01,2021-01-01
0,Lithuania,LTU,extraction,iron mining,2020-01-01,2021-01-01
6679,Lithuania,LTU,extraction,rock quarry,2020-01-01,2021-01-01
2675,Lithuania,LTU,extraction,sand quarry,2020-01-01,2021-01-01
,Lithuania,LTU,manufacturing,aluminum,2020-01-01,2021-01-01
560945,Lithuania,LTU,manufacturing,cement production,2020-01-01,2021-01-01
,Lithuania,LTU,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Lithuania,LTU,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Lithuania,LTU,manufacturing,glass production,2020-01-01,2021-01-01
,Lithuania,LTU,manufacturing,lime production,2020-01-01,2021-01-01
,Lithuania,LTU,manufacturing,nitric acid production,2020-01-01,2021-01-01
710119,Lithuania,LTU,manufacturing,other manufacturing,2020-01-01,2021-01-01
2572902,Lithuania,LTU,manufacturing,petrochemicals,2020-01-01,2021-01-01
5489,Lithuania,LTU,manufacturing,pulp paper,2020-01-01,2021-01-01
,Lithuania,LTU,manufacturing,steel,2020-01-01,2021-01-01
975080,Lithuania,LTU,maritime,shipping,2020-01-01,2021-01-01
,Lithuania,LTU,oil and gas,oil and gas production,2020-01-01,2021-01-01
2550912,Lithuania,LTU,oil and gas,oil refining,2020-01-01,2021-01-01
2247,Lithuania,LTU,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
946000,Lithuania,LTU,power,electricity generation,2020-01-01,2021-01-01
677474,Lithuania,LTU,power,other energy use,2020-01-01,2021-01-01
193070,Lithuania,LTU,transport,aviation,2020-01-01,2021-01-01
79752,Lithuania,LTU,transport,other transportation,2020-01-01,2021-01-01
173278,Lithuania,LTU,transport,railways,2020-01-01,2021-01-01
5694846,Lithuania,LTU,transport,roads,2020-01-01,2021-01-01
12432,Lithuania,LTU,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
760,Lithuania,LTU,waste,open burning waste,2020-01-01,2021-01-01
826000,Lithuania,LTU,waste,solid waste disposal,2020-01-01,2021-01-01
462000,Lithuania,LTU,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
1153,Luxembourg,LUX,agriculture,cropland fires,2020-01-01,2021-01-01
406140,Luxembourg,LUX,agriculture,enteric fermentation,2020-01-01,2021-01-01
125414,Luxembourg,LUX,agriculture,managed soils,2020-01-01,2021-01-01
102461,Luxembourg,LUX,agriculture,manure management,2020-01-01,2021-01-01
0,Luxembourg,LUX,agriculture,rice cultivation,2020-01-01,2021-01-01
0,Luxembourg,LUX,buildings,cooking,2020-01-01,2021-01-01
67640,Luxembourg,LUX,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
1772852,Luxembourg,LUX,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Luxembourg,LUX,extraction,bauxite mining,2020-01-01,2021-01-01
,Luxembourg,LUX,extraction,coal mining,2020-01-01,2021-01-01
0,Luxembourg,LUX,extraction,copper mining,2020-01-01,2021-01-01
0,Luxembourg,LUX,extraction,iron mining,2020-01-01,2021-01-01
882,Luxembourg,LUX,extraction,rock quarry,2020-01-01,2021-01-01
57,Luxembourg,LUX,extraction,sand quarry,2020-01-01,2021-01-01
,Luxembourg,LUX,manufacturing,aluminum,2020-01-01,2021-01-01
460454,Luxembourg,LUX,manufacturing,cement production,2020-01-01,2021-01-01
,Luxembourg,LUX,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Luxembourg,LUX,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Luxembourg,LUX,manufacturing,glass production,2020-01-01,2021-01-01
,Luxembourg,LUX,manufacturing,lime production,2020-01-01,2021-01-01
,Luxembourg,LUX,manufacturing,nitric acid production,2020-01-01,2021-01-01
345169,Luxembourg,LUX,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Luxembourg,LUX,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Luxembourg,LUX,manufacturing,pulp paper,2020-01-01,2021-01-01
511215,Luxembourg,LUX,manufacturing,steel,2020-01-01,2021-01-01
497863,Luxembourg,LUX,maritime,shipping,2020-01-01,2021-01-01
0,Luxembourg,LUX,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Luxembourg,LUX,oil and gas,oil refining,2020-01-01,2021-01-01
0,Luxembourg,LUX,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
609000,Luxembourg,LUX,power,electricity generation,2020-01-01,2021-01-01
0,Luxembourg,LUX,power,other energy use,2020-01-01,2021-01-01
1762726,Luxembourg,LUX,transport,aviation,2020-01-01,2021-01-01
0,Luxembourg,LUX,transport,other transportation,2020-01-01,2021-01-01
49678,Luxembourg,LUX,transport,railways,2020-01-01,2021-01-01
5944194,Luxembourg,LUX,transport,roads,2020-01-01,2021-01-01
2912,Luxembourg,LUX,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
0,Luxembourg,LUX,waste,open burning waste,2020-01-01,2021-01-01
19236,Luxembourg,LUX,waste,solid waste disposal,2020-01-01,2021-01-01
18396,Luxembourg,LUX,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
4228,Latvia,LVA,agriculture,cropland fires,2020-01-01,2021-01-01
904884,Latvia,LVA,agriculture,enteric fermentation,2020-01-01,2021-01-01
3633678,Latvia,LVA,agriculture,managed soils,2020-01-01,2021-01-01
269201,Latvia,LVA,agriculture,manure management,2020-01-01,2021-01-01
0,Latvia,LVA,agriculture,rice cultivation,2020-01-01,2021-01-01
1620,Latvia,LVA,buildings,cooking,2020-01-01,2021-01-01
268096,Latvia,LVA,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
1574140,Latvia,LVA,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Latvia,LVA,extraction,bauxite mining,2020-01-01,2021-01-01
,Latvia,LVA,extraction,coal mining,2020-01-01,2021-01-01
0,Latvia,LVA,extraction,copper mining,2020-01-01,2021-01-01
0,Latvia,LVA,extraction,iron mining,2020-01-01,2021-01-01
2338,Latvia,LVA,extraction,rock quarry,2020-01-01,2021-01-01
2214,Latvia,LVA,extraction,sand quarry,2020-01-01,2021-01-01
,Latvia,LVA,manufacturing,aluminum,2020-01-01,2021-01-01
518665,Latvia,LVA,manufacturing,cement production,2020-01-01,2021-01-01
,Latvia,LVA,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Latvia,LVA,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Latvia,LVA,manufacturing,glass production,2020-01-01,2021-01-01
,Latvia,LVA,manufacturing,lime production,2020-01-01,2021-01-01
,Latvia,LVA,manufacturing,nitric acid production,2020-01-01,2021-01-01
1194812,Latvia,LVA,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Latvia,LVA,manufacturing,petrochemicals,2020-01-01,2021-01-01
1788,Latvia,LVA,manufacturing,pulp paper,2020-01-01,2021-01-01
,Latvia,LVA,manufacturing,steel,2020-01-01,2021-01-01
366718,Latvia,LVA,maritime,shipping,2020-01-01,2021-01-01
0,Latvia,LVA,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Latvia,LVA,oil and gas,oil refining,2020-01-01,2021-01-01
36770,Latvia,LVA,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
1071000,Latvia,LVA,power,electricity generation,2020-01-01,2021-01-01
491884,Latvia,LVA,power,other energy use,2020-01-01,2021-01-01
213947,Latvia,LVA,transport,aviation,2020-01-01,2021-01-01
0,Latvia,LVA,transport,other transportation,2020-01-01,2021-01-01
164260,Latvia,LVA,transport,railways,2020-01-01,2021-01-01
3087170,Latvia,LVA,transport,roads,2020-01-01,2021-01-01
31080,Latvia,LVA,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
0,Latvia,LVA,waste,open burning waste,2020-01-01,2021-01-01
618800,Latvia,LVA,waste,solid waste disposal,2020-01-01,2021-01-01
120400,Latvia,LVA,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
,"China, Macao Special Administrative Region",MAC,agriculture,cropland fires,2020-01-01,2021-01-01
,"China, Macao Special Administrative Region",MAC,agriculture,enteric fermentation,2020-01-01,2021-01-01
1882,"China, Macao Special Administrative Region",MAC,agriculture,managed soils,2020-01-01,2021-01-01
811,"China, Macao Special Administrative Region",MAC,agriculture,manure management,2020-01-01,2021-01-01
0,"China, Macao Special Administrative Region",MAC,agriculture,rice cultivation,2020-01-01,2021-01-01
61700,"China, Macao Special Administrative Region",MAC,buildings,cooking,2020-01-01,2021-01-01
0,"China, Macao Special Administrative Region",MAC,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
94107,"China, Macao Special Administrative Region",MAC,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,"China, Macao Special Administrative Region",MAC,extraction,bauxite mining,2020-01-01,2021-01-01
,"China, Macao Special Administrative Region",MAC,extraction,coal mining,2020-01-01,2021-01-01
0,"China, Macao Special Administrative Region",MAC,extraction,copper mining,2020-01-01,2021-01-01
0,"China, Macao Special Administrative Region",MAC,extraction,iron mining,2020-01-01,2021-01-01
0,"China, Macao Special Administrative Region",MAC,extraction,rock quarry,2020-01-01,2021-01-01
0,"China, Macao Special Administrative Region",MAC,extraction,sand quarry,2020-01-01,2021-01-01
,"China, Macao Special Administrative Region",MAC,manufacturing,aluminum,2020-01-01,2021-01-01
,"China, Macao Special Administrative Region",MAC,manufacturing,cement production,2020-01-01,2021-01-01
,"China, Macao Special Administrative Region",MAC,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,"China, Macao Special Administrative Region",MAC,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,"China, Macao Special Administrative Region",MAC,manufacturing,glass production,2020-01-01,2021-01-01
,"China, Macao Special Administrative Region",MAC,manufacturing,lime production,2020-01-01,2021-01-01
,"China, Macao Special Administrative Region",MAC,manufacturing,nitric acid production,2020-01-01,2021-01-01
446475,"China, Macao Special Administrative Region",MAC,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,"China, Macao Special Administrative Region",MAC,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,"China, Macao Special Administrative Region",MAC,manufacturing,pulp paper,2020-01-01,2021-01-01
,"China, Macao Special Administrative Region",MAC,manufacturing,steel,2020-01-01,2021-01-01
0,"China, Macao Special Administrative Region",MAC,maritime,shipping,2020-01-01,2021-01-01
0,"China, Macao Special Administrative Region",MAC,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,"China, Macao Special Administrative Region",MAC,oil and gas,oil refining,2020-01-01,2021-01-01
2828,"China, Macao Special Administrative Region",MAC,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
657000,"China, Macao Special Administrative Region",MAC,power,electricity generation,2020-01-01,2021-01-01
0,"China, Macao Special Administrative Region",MAC,power,other energy use,2020-01-01,2021-01-01
202287,"China, Macao Special Administrative Region",MAC,transport,aviation,2020-01-01,2021-01-01
47955,"China, Macao Special Administrative Region",MAC,transport,other transportation,2020-01-01,2021-01-01
0,"China, Macao Special Administrative Region",MAC,transport,railways,2020-01-01,2021-01-01
891980,"China, Macao Special Administrative Region",MAC,transport,roads,2020-01-01,2021-01-01
0,"China, Macao Special Administrative Region",MAC,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
823,"China, Macao Special Administrative Region",MAC,waste,open burning waste,2020-01-01,2021-01-01
21868,"China, Macao Special Administrative Region",MAC,waste,solid waste disposal,2020-01-01,2021-01-01
78120,"China, Macao Special Administrative Region",MAC,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
,Saint Martin (French Part),MAF,agriculture,cropland fires,2020-01-01,2021-01-01
,Saint Martin (French Part),MAF,agriculture,enteric fermentation,2020-01-01,2021-01-01
,Saint Martin (French Part),MAF,agriculture,managed soils,2020-01-01,2021-01-01
,Saint Martin (French Part),MAF,agriculture,manure management,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,agriculture,rice cultivation,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,buildings,cooking,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,extraction,bauxite mining,2020-01-01,2021-01-01
,Saint Martin (French Part),MAF,extraction,coal mining,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,extraction,copper mining,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,extraction,iron mining,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,extraction,rock quarry,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,extraction,sand quarry,2020-01-01,2021-01-01
,Saint Martin (French Part),MAF,manufacturing,aluminum,2020-01-01,2021-01-01
,Saint Martin (French Part),MAF,manufacturing,cement production,2020-01-01,2021-01-01
,Saint Martin (French Part),MAF,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Saint Martin (French Part),MAF,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Saint Martin (French Part),MAF,manufacturing,glass production,2020-01-01,2021-01-01
,Saint Martin (French Part),MAF,manufacturing,lime production,2020-01-01,2021-01-01
,Saint Martin (French Part),MAF,manufacturing,nitric acid production,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,manufacturing,petrochemicals,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,manufacturing,pulp paper,2020-01-01,2021-01-01
,Saint Martin (French Part),MAF,manufacturing,steel,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,maritime,shipping,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,oil and gas,oil refining,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
,Saint Martin (French Part),MAF,power,electricity generation,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,power,other energy use,2020-01-01,2021-01-01
3194,Saint Martin (French Part),MAF,transport,aviation,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,transport,other transportation,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,transport,railways,2020-01-01,2021-01-01
,Saint Martin (French Part),MAF,transport,roads,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,waste,biological treatment of solid waste and biogenic,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,waste,open burning waste,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,waste,solid waste disposal,2020-01-01,2021-01-01
0,Saint Martin (French Part),MAF,waste,wastewater treatment and discharge,2020-01-01,2021-01-01
30002,Morocco,MAR,agriculture,cropland fires,2020-01-01,2021-01-01
8025444,Morocco,MAR,agriculture,enteric fermentation,2020-01-01,2021-01-01
4947974,Morocco,MAR,agriculture,managed soils,2020-01-01,2021-01-01
469612,Morocco,MAR,agriculture,manure management,2020-01-01,2021-01-01
62496,Morocco,MAR,agriculture,rice cultivation,2020-01-01,2021-01-01
0,Morocco,MAR,buildings,cooking,2020-01-01,2021-01-01
0,Morocco,MAR,buildings,refrigeration air conditioning,2020-01-01,2021-01-01
10027276,Morocco,MAR,buildings,residential commercial onsite heating,2020-01-01,2021-01-01
0,Morocco,MAR,extraction,bauxite mining,2020-01-01,2021-01-01
,Morocco,MAR,extraction,coal mining,2020-01-01,2021-01-01
33143,Morocco,MAR,extraction,copper mining,2020-01-01,2021-01-01
206,Morocco,MAR,extraction,iron mining,2020-01-01,2021-01-01
20393,Morocco,MAR,extraction,rock quarry,2020-01-01,2021-01-01
8245,Morocco,MAR,extraction,sand quarry,2020-01-01,2021-01-01
,Morocco,MAR,manufacturing,aluminum,2020-01-01,2021-01-01
,Morocco,MAR,manufacturing,cement production,2020-01-01,2021-01-01
,Morocco,MAR,manufacturing,fluorchemical production,2020-01-01,2021-01-01
,Morocco,MAR,manufacturing,food processing beverages tobbaco,2020-01-01,2021-01-01
,Morocco,MAR,manufacturing,glass production,2020-01-01,2021-01-01
,Morocco,MAR,manufacturing,lime production,2020-01-01,2021-01-01
,Morocco,MAR,manufacturing,nitric acid production,2020-01-01,2021-01-01
13517910,Morocco,MAR,manufacturing,other manufacturing,2020-01-01,2021-01-01
0,Morocco,MAR,manufacturing,petrochemicals,2020-01-01,2021-01-01
64455,Morocco,MAR,manufacturing,pulp paper,2020-01-01,2021-01-01
687851,Morocco,MAR,manufacturing,steel,2020-01-01,2021-01-01
142039,Morocco,MAR,maritime,shipping,2020-01-01,2021-01-01
,Morocco,MAR,oil and gas,oil and gas production,2020-01-01,2021-01-01
0,Morocco,MAR,oil and gas,oil refining,2020-01-01,2021-01-01
54600,Morocco,MAR,oil and gas,solid fuel transformation,2020-01-01,2021-01-01
23888000,Morocco,MAR,power,electricity generation,2020-01-01,2021-01-01
